"LSOA code (2011)","LSOA name (2011)","Local Authority District code (2013)","Local Authority District name (2013)","Index of Multiple Deprivation (IMD) Score","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Score (rate)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Score (rate)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Score","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Score","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Score","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Score","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Income Deprivation Affecting Children Index (IDACI) Score (rate)","Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived)","Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs)","Income Deprivation Affecting Older People (IDAOPI) Score (rate)","Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived)","Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)","Children and Young People Sub-domain Score","Children and Young People Sub-domain Rank (where 1 is most deprived)","Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Adult Skills Sub-domain Score","Adult Skills Sub-domain Rank (where 1 is most deprived)","Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Geographical Barriers Sub-domain Score","Geographical Barriers Sub-domain Rank (where 1 is most deprived)","Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Wider Barriers Sub-domain Score","Wider Barriers Sub-domain Rank (where 1 is most deprived)","Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Indoors Sub-domain Score","Indoors Sub-domain Rank (where 1 is most deprived)","Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Outdoors Sub-domain Score","Outdoors Sub-domain Rank (where 1 is most deprived)","Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Total population: mid 2012 (excluding prisoners)","Dependent Children aged 0-15: mid 2012 (excluding prisoners)","Population aged 16-59: mid 2012 (excluding prisoners)","Older population aged 60 and over: mid 2012 (excluding prisoners)","Working age population 18-59/64: for use with Employment Deprivation Domain (excluding prisoners)"
"E01007907","Sheffield 032A","E08000019","Sheffield",28.144,9100,3,0.182,9625,3,0.132,11030,4,43.732,4424,2,0.365,11044,4,0.175,13824,5,26.516,9578,3,29.926,8694,3,0.219,11159,4,0.214,10797,4,0.797,5516,2,0.456,3725,2,-0.041,16472,6,2.193,6101,2,0.335,11583,4,0.898,4721,2,1706,422,1021,263,984.5
"E01007908","Sheffield 032B","E08000019","Sheffield",17.232,16548,6,0.083,21073,7,0.086,18543,6,21.103,13014,4,-0.15,18361,6,-0.188,19418,6,30.319,6586,3,32.416,7596,3,0.099,21407,7,0.124,19348,6,0.081,14920,5,0.346,11083,4,0.835,4598,2,0.03,15343,5,0.745,6518,2,0.357,10699,4,1482,261,930,291,934.75
"E01007909","Sheffield 032C","E08000019","Sheffield",19.944,14287,5,0.122,15406,5,0.089,17849,6,23.257,11772,4,0.444,10048,4,0.696,6447,2,15.863,21964,7,23.728,12163,4,0.142,16956,6,0.187,12998,4,0.488,8939,3,0.307,15212,5,-0.051,16660,6,-0.082,15880,5,0.348,11403,4,0.299,11485,4,2103,428,1314,361,1333.75
"E01007911","Sheffield 032D","E08000019","Sheffield",11.384,22539,7,0.072,23116,8,0.075,21088,7,18.431,14872,5,-0.224,19478,6,-0.139,18685,6,18.504,18685,6,12.575,20816,7,0.102,21093,7,0.086,24980,8,-0.026,16627,6,0.331,12641,4,0.423,8980,3,-1.404,23114,8,-0.601,24743,8,0.346,10846,4,1401,235,742,424,760
"E01008014","Sheffield 032E","E08000019","Sheffield",41.327,4119,2,0.301,3310,2,0.191,5612,2,44.168,4333,2,1.233,2889,1,0.205,13400,5,35.64,3724,2,19.725,14866,5,0.347,4687,2,0.434,1731,1,0.588,7725,3,0.488,2487,1,0.381,9580,3,2.754,4558,2,0.077,15394,5,0.349,10800,4,1609,334,824,451,833.25
"E01008016","Sheffield 032F","E08000019","Sheffield",35.487,5961,2,0.2,8323,3,0.15,9042,3,46.897,3772,2,0.756,6527,2,1.407,1019,1,25.351,10674,4,20.431,14347,5,0.262,8621,3,0.239,9070,3,0.958,4064,2,0.456,3745,2,0.003,15757,5,1.893,7116,3,0.027,16136,5,0.491,8916,3,1519,310,870,339,875.25
"E01007952","Sheffield 033A","E08000019","Sheffield",2.675,32308,10,0.031,31459,10,0.044,29225,9,0.601,32468,10,-0.863,27338,9,-1.278,31202,10,15.451,22469,7,6.326,27771,9,0.022,32090,10,0.035,32127,10,-1.627,32224,10,0.117,31752,10,0.357,9931,4,-2.322,27453,9,-0.982,28586,9,-0.169,18745,6,1600,308,850,442,849.5
"E01007953","Sheffield 033B","E08000019","Sheffield",19.918,14310,5,0.139,13594,5,0.158,8210,3,1.509,31517,10,0.223,12897,4,-1.299,31312,10,38.431,2609,1,5.456,28765,9,0.073,24877,8,0.18,13537,5,-1.673,32321,10,0.174,29221,9,0.908,4050,2,1.562,8314,3,-0.901,27907,9,-0.393,22091,7,1548,179,662,707,692.75
"E01007954","Sheffield 033C","E08000019","Sheffield",2.526,32386,10,0.026,32035,10,0.036,30875,10,1.128,31916,10,-0.759,26328,9,-0.867,28187,9,7.332,30938,10,11.682,21734,7,0.019,32312,10,0.055,29976,10,-1.222,30788,10,0.118,31725,10,-0.526,24536,8,-1.384,23013,8,-0.27,20411,7,-0.124,18054,6,1641,368,875,398,880.75
"E01007961","Sheffield 033D","E08000019","Sheffield",4.291,31007,10,0.045,28972,9,0.041,30038,10,2.851,29974,10,-0.88,27485,9,0.092,15124,5,6.565,31378,10,9.427,24168,8,0.05,28508,9,0.088,24644,8,-0.761,27116,9,0.144,30939,10,-0.672,26473,9,-1.35,22825,7,-0.531,23941,8,-0.102,17708,6,1505,306,841,358,846
"E01007859","Sheffield 036A","E08000019","Sheffield",12.101,21677,7,0.025,32160,10,0.011,32794,10,0.812,32262,10,-0.709,25783,8,-0.203,19645,6,36.966,3153,1,49.793,2309,1,0.115,19476,6,0.066,28359,9,-1.26,30991,10,0.086,32407,10,0.026,15376,5,3.847,2385,1,1.345,1966,1,0.464,9275,3,1645,85,1412,148,1407
"E01007860","Sheffield 036B","E08000019","Sheffield",11.866,21950,7,0.048,28318,9,0.049,28002,9,1.302,31733,10,0.016,15902,5,0.229,13012,4,27.318,8884,3,34.79,6626,3,0.052,28256,9,0.111,21061,7,-1.055,29740,10,0.091,32340,10,-0.306,21121,7,2.833,4347,2,0.769,6266,2,0.536,8361,3,1661,161,1301,199,1306.5
"E01007863","Sheffield 036C","E08000019","Sheffield",6.826,28205,9,0.033,31172,10,0.033,31473,10,0.168,32785,10,-0.788,26609,9,-0.079,17756,6,25.145,10895,4,23.866,12078,4,0.013,32633,10,0.11,21174,7,-1.923,32658,10,0.078,32547,10,-0.358,21981,7,2.549,5119,2,0.207,13446,5,0.558,8080,3,1948,201,1483,264,1483.5
"E01007864","Sheffield 036D","E08000019","Sheffield",8.525,26078,8,0.019,32507,10,0.012,32770,10,1.064,31987,10,-0.389,21779,7,-0.071,17622,6,27.271,8935,3,32.972,7367,3,0.114,19576,6,0.146,16845,6,-1.369,31452,10,0.135,31229,10,-1.12,30521,10,3.516,2910,1,0.799,5928,2,0.269,11930,4,2144,42,2028,74,2041.25
"E01008104","Sheffield 036E","E08000019","Sheffield",18.197,15713,5,0.111,16731,6,0.063,24339,8,17.971,15175,5,0.194,13292,5,0.538,8496,3,28.1,8263,3,27.176,10132,4,0.22,11102,4,0.261,7769,3,0.611,7473,3,0.178,28933,9,-0.509,24291,8,3.216,3461,2,0.199,13557,5,0.865,5009,2,1659,220,1225,214,1231
"E01007910","Sheffield 037A","E08000019","Sheffield",37.516,5291,2,0.239,6057,2,0.169,7251,3,34.622,6975,3,1.092,3758,2,0.636,7178,3,38.668,2534,1,23.327,12412,4,0.342,4865,2,0.281,6751,3,0.493,8876,3,0.422,5432,2,0.774,5091,2,2.062,6520,2,0.158,14182,5,0.583,7803,3,1601,318,864,419,866
"E01007912","Sheffield 037B","E08000019","Sheffield",16.103,17539,6,0.107,17382,6,0.099,15896,5,22.361,12279,4,0.022,15795,5,0.388,10559,4,14.045,24249,8,12.545,20850,7,0.091,22388,7,0.176,13869,5,-0.047,16983,6,0.375,8668,3,-0.457,23510,8,0.445,13207,5,-0.473,23187,8,0.234,12431,4,1519,219,821,479,834.25
"E01007971","Sheffield 037C","E08000019","Sheffield",30.363,8066,3,0.213,7493,3,0.17,7182,3,39.14,5556,2,0.518,9201,3,0.439,9863,4,19.065,17998,6,26.258,10648,4,0.247,9438,3,0.269,7357,3,0.9,4561,2,0.398,6949,3,-0.402,22681,7,1.464,8700,3,-0.061,17391,6,1.098,3347,2,1440,317,763,360,765.5
"E01007973","Sheffield 037D","E08000019","Sheffield",11.649,22211,7,0.092,19467,6,0.08,19959,7,13.715,18457,6,-0.091,17515,6,-0.05,17339,6,12.124,26489,9,12.801,20594,7,0.114,19682,6,0.123,19525,6,-0.135,18441,6,0.288,17373,6,-0.065,16918,6,-1.156,21811,7,-0.578,24481,8,0.353,10751,4,1515,280,794,441,790.25
"E01007858","Sheffield 038A","E08000019","Sheffield",10.646,23438,8,0.079,21822,7,0.079,20234,7,1.524,31499,10,-0.106,17723,6,0.14,14377,5,20.789,15805,5,11.204,22239,7,0.097,21643,7,0.08,26105,8,-1.014,29452,9,0.106,32025,10,0.241,11715,4,0.182,14525,5,-0.319,21085,7,-0.123,18030,6,1438,256,873,309,882.75
"E01007861","Sheffield 038B","E08000019","Sheffield",2.612,32345,10,0.019,32506,10,0.032,31632,10,0.116,32811,10,-1.176,29832,10,-0.961,29020,9,12.673,25860,8,16.016,17662,6,0.01,32729,10,0.022,32705,10,-2.635,32842,10,0.08,32514,10,-0.128,18010,6,-0.738,19518,6,0.107,14967,5,-0.173,18811,6,1523,276,816,431,833
"E01007862","Sheffield 038C","E08000019","Sheffield",7.306,27610,9,0.005,32844,10,0.004,32842,10,1.554,31469,10,-1.457,31286,10,-1.138,30417,10,43.521,1271,1,7.949,25886,8,0.013,32600,10,0.038,31926,10,-0.985,29192,9,0.097,32225,10,0.231,11882,4,4.417,1614,1,-0.611,24853,8,-0.252,20008,7,4721,182,4287,252,4222.25
"E01007865","Sheffield 038D","E08000019","Sheffield",5.418,29852,10,0.046,28778,9,0.029,31949,10,0.715,32363,10,-0.88,27482,9,-0.471,23498,8,12.465,26103,8,30.424,8469,3,0.031,31116,10,0.111,21069,7,-1.302,31189,10,0.082,32478,10,-0.209,19467,6,-0.541,18395,6,0.864,5292,2,-0.309,20847,7,1734,369,995,370,1007.5
"E01008011","Sheffield 039A","E08000019","Sheffield",78.323,53,1,0.552,32,1,0.386,170,1,82.43,210,1,2.078,326,1,1.388,1106,1,32.667,5165,2,12.775,20622,7,0.691,29,1,0.535,536,1,1.684,557,1,0.573,436,1,-0.21,19484,6,3.567,2817,1,-1.375,30996,10,0.69,6619,3,1656,476,938,242,926.75
"E01008012","Sheffield 039B","E08000019","Sheffield",61.166,820,1,0.399,784,1,0.267,1895,1,72.367,618,1,1.448,1833,1,1.438,906,1,29.396,7245,3,14.501,18954,6,0.495,842,1,0.467,1199,1,2.165,57,1,0.455,3781,2,-0.183,19025,6,2.976,3987,2,-0.652,25299,8,0.569,7966,3,2165,550,1322,293,1312.25
"E01008013","Sheffield 039C","E08000019","Sheffield",63.279,669,1,0.347,1843,1,0.288,1305,1,84.023,176,1,1.731,934,1,1.669,423,1,26.145,9910,4,17.013,16839,6,0.338,5028,2,0.506,776,1,2.092,92,1,0.539,996,1,-0.358,21990,7,2.713,4655,2,-0.761,26552,9,0.858,5072,2,1186,304,697,185,692
"E01008015","Sheffield 039D","E08000019","Sheffield",51.098,2042,1,0.33,2322,1,0.281,1486,1,68.449,877,1,1.172,3225,1,0.343,11240,4,27.855,8458,3,17.493,16479,6,0.297,6832,3,0.406,2302,1,1.272,1965,1,0.551,773,1,-0.301,21037,7,2.908,4147,2,-0.375,21820,7,0.641,7170,3,1618,334,959,325,958.75
"E01008017","Sheffield 039E","E08000019","Sheffield",66.209,469,1,0.412,634,1,0.333,520,1,76.421,440,1,1.784,821,1,0.688,6540,2,32.913,5022,2,15.639,17988,6,0.442,1782,1,0.454,1396,1,1.373,1520,1,0.587,309,1,0.022,15465,5,3.164,3552,2,-1.062,29210,9,0.863,5024,2,1606,329,890,387,896.25
"E01008018","Sheffield 039F","E08000019","Sheffield",58.741,1041,1,0.362,1488,1,0.309,868,1,80.473,283,1,1.268,2690,1,0.953,3792,2,22.998,13199,5,18.807,15527,5,0.369,3885,2,0.368,3301,2,1.38,1493,1,0.622,97,1,-0.983,29589,10,2.75,4563,2,-0.75,26438,9,1.005,3961,2,1293,303,739,251,743.75
"E01008105","Sheffield 040A","E08000019","Sheffield",19.919,14309,5,0.074,22758,7,0.04,30133,10,31.031,8179,3,-0.439,22430,7,0.302,11885,4,37.752,2851,1,48.546,2546,1,0.208,11881,4,0.308,5502,2,1.081,3119,1,0.26,20575,7,-1.317,31544,10,5.063,870,1,1.193,2798,1,0.77,5860,2,3573,305,3136,132,3215
"E01008107","Sheffield 040C","E08000019","Sheffield",40.596,4344,2,0.285,3933,2,0.205,4753,2,41.355,4987,2,1.09,3771,2,0.62,7397,3,26.378,9698,3,29.838,8744,3,0.428,2077,1,0.455,1389,1,1.201,2358,1,0.353,10466,4,-1.724,32508,10,3.487,2962,1,0.616,7942,3,0.385,10298,4,1561,263,1107,191,1097.5
"E01008111","Sheffield 040D","E08000019","Sheffield",18.567,15421,5,0.089,20006,7,0.056,26252,8,7.789,24185,8,0.526,9105,3,0.391,10514,4,30.459,6492,2,42.744,3931,2,0.1,21306,7,0.307,5538,2,-0.209,19614,6,0.194,27632,9,-0.357,21974,7,3.421,3067,1,0.887,5067,2,0.966,4193,2,1659,129,1352,178,1330.5
"E01033271","Sheffield 040E","E08000019","Sheffield",60.052,929,1,0.371,1317,1,0.282,1463,1,44.604,4245,2,1.366,2200,1,0.573,8031,3,44.417,1103,1,57.286,1182,1,0.466,1328,1,0.517,674,1,1.058,3274,1,0.417,5753,2,-0.044,16539,6,4.999,942,1,1.233,2562,1,1.383,1912,1,1451,280,1027,144,1040.75
"E01033272","Sheffield 040F","E08000019","Sheffield",33.284,6808,3,0.231,6467,2,0.168,7368,3,22.463,12221,4,0.806,6058,2,-0.169,19130,6,37.369,2994,1,36.636,5897,2,0.333,5250,2,0.542,490,1,0.699,6491,2,0.245,22257,7,-0.888,28803,9,4.909,1040,1,0.72,6786,3,0.809,5520,2,1169,135,930,104,943.5
"E01007955","Sheffield 041A","E08000019","Sheffield",4.702,30606,10,0.031,31423,10,0.056,26103,8,0.49,32556,10,-0.233,19614,6,-1.302,31323,10,20.049,16747,6,4.294,30038,10,0.027,31717,10,0.039,31821,10,-1.672,32320,10,0.108,31967,10,0.61,6668,3,-2.174,26858,9,-1.228,30250,10,-0.382,21927,7,1356,253,657,446,671.25
"E01007956","Sheffield 041B","E08000019","Sheffield",5.801,29398,9,0.041,29710,10,0.041,30029,10,0.733,32346,10,-1.164,29751,10,-0.24,20206,7,28.362,8043,3,8.274,25502,8,0.052,28242,9,0.051,30616,10,-1.513,31946,10,0.121,31658,10,0.916,3990,2,-0.978,20840,7,-0.544,24086,8,-0.277,20405,7,2167,412,1121,634,1121
"E01007957","Sheffield 041C","E08000019","Sheffield",1.188,32816,10,0.017,32638,10,0.024,32398,10,0.842,32225,10,-1.088,29238,9,-1.436,31813,10,12.257,26337,9,3.569,30769,10,0.014,32568,10,0.037,32030,10,-1.36,31411,10,0.111,31888,10,0.116,13851,5,-2.051,26276,9,-1.27,30489,10,-0.518,23766,8,1635,357,829,449,848.75
"E01007958","Sheffield 041D","E08000019","Sheffield",1.974,32626,10,0.026,31992,10,0.038,30581,10,0.153,32790,10,-0.731,26004,8,-1.119,30295,10,10.34,28452,9,5.487,28735,9,0.025,31822,10,0.041,31615,10,-2.01,32717,10,0.079,32533,10,-0.019,16105,5,-2.166,26820,9,-0.801,26966,9,-0.503,23567,8,1463,266,679,518,698.25
"E01007959","Sheffield 041E","E08000019","Sheffield",1.555,32743,10,0.026,31978,10,0.037,30736,10,0.798,32280,10,-0.926,27911,9,-1.404,31704,10,9.688,29109,9,4.435,29889,10,0.027,31651,10,0.037,31970,10,-1.274,31064,10,0.089,32371,10,0.045,15030,5,-3.338,30414,10,-1.041,29040,9,-0.487,23358,8,1493,321,758,414,768.5
"E01008108","Sheffield 042A","E08000019","Sheffield",30.831,7834,3,0.164,11109,4,0.088,18185,6,27.976,9412,3,0.55,8812,3,0.998,3388,2,29.212,7387,3,59.536,921,1,0.339,5014,2,0.393,2601,1,0.906,4504,2,0.272,19275,6,-0.731,27169,9,3.627,2734,1,1.256,2421,1,1.506,1493,1,1987,295,1572,120,1534
"E01008109","Sheffield 042B","E08000019","Sheffield",34.347,6391,2,0.211,7668,3,0.123,12183,4,26.814,9981,4,0.592,8340,3,1.279,1541,1,26.758,9350,3,51.481,1998,1,0.282,7547,3,0.469,1168,1,0.577,7856,3,0.332,12551,4,-1.697,32476,10,3.547,2855,1,0.883,5117,2,1.695,1023,1,2071,319,1486,266,1421
"E01008112","Sheffield 042D","E08000019","Sheffield",34.719,6261,2,0.229,6544,2,0.178,6564,2,37.085,6177,2,0.468,9799,3,0.582,7905,3,29.787,6943,3,37.674,5491,2,0.2,12400,4,0.473,1112,1,1.007,3667,2,0.355,10318,4,-1.236,31179,10,3.98,2198,1,0.74,6578,3,0.857,5080,2,1714,432,1122,160,1112.25
"E01008113","Sheffield 042E","E08000019","Sheffield",20.063,14202,5,0.173,10341,4,0.114,13492,5,10.862,21056,7,0.197,13254,5,0.192,13592,5,17.365,20087,7,29.485,8918,3,0.191,12958,4,0.34,4209,2,0.01,16065,5,0.215,25674,8,-0.844,28367,9,1.622,8064,3,0.3,12114,4,0.915,4574,2,1741,347,1190,204,1175.75
"E01033273","Sheffield 042F","E08000019","Sheffield",27.985,9177,3,0.086,20510,7,0.039,30270,10,59.394,1752,1,0.052,15374,5,0.469,9443,3,40.077,2107,1,56.015,1325,1,0.428,2087,1,0.355,3707,2,2.212,47,1,0.329,12852,4,-0.111,17736,6,4.56,1439,1,1.34,2006,1,1.034,3740,2,2700,158,2448,94,2463.75
"E01033274","Sheffield 042G","E08000019","Sheffield",31.616,7477,3,0.016,32688,10,0.012,32769,10,42.006,4810,2,-0.143,18255,6,1.269,1602,1,57.794,17,1,74.152,103,1,0.028,31520,10,0.306,5609,2,1.716,496,1,0.151,30583,10,0.108,13959,5,6.275,76,1,1.708,725,1,1.572,1313,1,2326,59,2255,12,2129.75
"E01008095","Sheffield 043A","E08000019","Sheffield",34.562,6322,2,0.201,8264,3,0.129,11371,4,50.493,3066,1,0.994,4451,2,0.468,9461,3,37.842,2817,1,20.276,14449,5,0.396,2944,1,0.331,4567,2,1.589,760,1,0.346,11106,4,0.343,10131,4,3.206,3474,2,0.21,13395,5,0.178,13263,5,1910,249,1442,219,1420.75
"E01008096","Sheffield 043B","E08000019","Sheffield",47.513,2695,1,0.301,3322,2,0.253,2375,1,60.928,1576,1,1.216,2976,1,0.644,7074,3,30.932,6183,2,12.728,20660,7,0.408,2623,1,0.366,3367,2,1.524,936,1,0.459,3626,2,-0.013,16005,5,2.909,4145,2,-0.301,20844,7,0.063,15046,5,2131,463,1298,370,1279
"E01008097","Sheffield 043C","E08000019","Sheffield",64.918,537,1,0.37,1342,1,0.308,901,1,79.539,315,1,1.63,1211,1,1.657,439,1,28.795,7691,3,14.146,19287,6,0.445,1723,1,0.327,4706,2,1.781,387,1,0.543,915,1,-0.402,22691,7,3.198,3486,2,-0.336,21328,7,0.274,11868,4,1608,363,880,365,869.5
"E01008101","Sheffield 043D","E08000019","Sheffield",42.863,3691,2,0.26,5002,2,0.232,3275,1,51.939,2834,1,1.313,2454,1,0.875,4526,2,24.939,11122,4,12.796,20599,7,0.263,8562,3,0.347,3958,2,1.294,1862,1,0.433,4851,2,-0.253,20196,7,2.331,5708,2,-0.171,18971,6,-0.122,18014,6,1786,324,1115,347,1125.25
"E01007965","Sheffield 044A","E08000019","Sheffield",35.572,5928,2,0.251,5419,2,0.182,6210,2,42.234,4764,2,1.105,3667,2,0.466,9500,3,28.301,8099,3,7.56,26355,9,0.326,5543,2,0.291,6291,2,0.841,5098,2,0.436,4661,2,0.189,12612,4,1.976,6817,3,-1.471,31377,10,0.185,13155,5,1881,393,898,590,902
"E01007969","Sheffield 044B","E08000019","Sheffield",28.225,9054,3,0.184,9484,3,0.184,6098,2,18.68,14693,5,1.288,2590,1,0.082,15279,5,19.216,17799,6,10.374,23151,8,0.121,18872,6,0.264,7619,3,-0.01,16373,5,0.332,12555,4,-0.099,17515,6,0.868,11175,4,-0.513,23701,8,0.008,15922,5,1532,213,869,450,875.25
"E01007972","Sheffield 044C","E08000019","Sheffield",12.443,21289,7,0.061,25451,8,0.067,23285,8,17.315,15639,5,-0.162,18511,6,0.449,9730,3,20.09,16701,6,17.209,16688,6,0.086,23073,8,0.071,27536,9,-0.11,18030,6,0.329,12878,4,0.46,8454,3,-1.063,21295,7,-0.221,19709,7,0.469,9196,3,1466,245,804,417,795.25
"E01007974","Sheffield 044D","E08000019","Sheffield",13.999,19631,6,0.09,19853,7,0.105,14855,5,18.3,14971,5,0.094,14731,5,-0.125,18466,6,15.524,22394,7,8.575,25157,8,0.12,19017,6,0.104,22104,7,0.17,13536,5,0.302,15717,5,0.086,14353,5,-0.64,18989,6,-0.926,28108,9,0.109,14353,5,1443,274,936,233,916.75
"E01007963","Sheffield 045A","E08000019","Sheffield",29.149,8637,3,0.167,10894,4,0.18,6427,2,37.685,5996,2,0.531,9048,3,0.91,4196,2,18.768,18330,6,12.433,20968,7,0.158,15574,5,0.168,14680,5,0.883,4701,2,0.386,7716,3,-0.415,22917,7,1.423,8844,3,-0.525,23859,8,0.271,11908,4,1399,200,790,409,806.25
"E01007967","Sheffield 045B","E08000019","Sheffield",38.366,5016,2,0.234,6274,2,0.222,3748,2,52.928,2661,1,0.815,5964,2,0.754,5752,2,22.691,13542,5,16.739,17037,6,0.278,7817,3,0.226,9950,4,1.246,2097,1,0.451,3965,2,-0.176,18889,6,1.762,7538,3,-0.162,18863,6,0.355,10723,4,1706,339,928,439,940.25
"E01007999","Sheffield 045C","E08000019","Sheffield",13.643,19994,7,0.082,21261,7,0.096,16494,6,18.903,14575,5,0.314,11721,4,-1.335,31456,10,20.93,15632,5,9.775,23788,8,0.058,27239,9,0.166,14795,5,-0.23,19919,7,0.357,10086,4,0.277,11118,4,0.072,15106,5,-0.893,27843,9,0.233,12450,4,1356,193,817,346,843.75
"E01008008","Sheffield 045D","E08000019","Sheffield",46.942,2789,1,0.3,3339,2,0.238,2985,1,63.248,1321,1,1.356,2238,1,0.524,8698,3,27.231,8969,3,17.368,16567,6,0.387,3241,1,0.349,3890,2,1.39,1445,1,0.503,1985,1,-0.065,16911,6,2.384,5552,2,-0.024,16832,6,0.236,12404,4,1644,304,892,448,896
"E01008009","Sheffield 045E","E08000019","Sheffield",59.019,1015,1,0.438,403,1,0.298,1101,1,78.969,332,1,1.028,4184,2,0.521,8744,3,27.455,8770,3,9.23,24389,8,0.565,264,1,0.42,2027,1,1.718,493,1,0.548,821,1,-0.898,28879,9,3.437,3041,1,-0.983,28592,9,0.217,12694,4,1582,466,916,200,878
"E01008043","Sheffield 046A","E08000019","Sheffield",5.158,30127,10,0.05,27888,9,0.047,28529,9,1.759,31237,10,-0.91,27800,9,-0.047,17274,6,12.933,25541,8,13.583,19840,7,0.072,25084,8,0.06,29378,9,-0.999,29318,9,0.126,31510,10,0.022,15468,5,-1.232,22191,7,-0.139,18532,6,-0.057,16995,6,1736,363,989,384,986.25
"E01008044","Sheffield 046B","E08000019","Sheffield",5.321,29969,10,0.06,25739,8,0.056,26260,8,5.496,26783,9,-0.746,26173,8,-0.752,26978,9,12.65,25888,8,10.01,23554,8,0.062,26586,9,0.079,26169,8,-0.405,22543,7,0.171,29457,9,-0.154,18495,6,-0.651,19045,6,-0.653,25316,8,0.09,14633,5,1600,357,819,424,812.25
"E01008047","Sheffield 046C","E08000019","Sheffield",7.699,27132,9,0.036,30725,10,0.04,30234,10,1.481,31541,10,-0.321,20868,7,-0.163,19049,6,17.086,20415,7,34.5,6752,3,0.041,29890,10,0.129,18693,6,-0.972,29091,9,0.078,32545,10,-1.538,32215,10,1.85,7247,3,0.886,5086,2,0.194,13024,4,1563,110,1314,139,1328.5
"E01008048","Sheffield 046D","E08000019","Sheffield",9.522,24801,8,0.045,28990,9,0.048,28428,9,3.388,29322,9,0.099,14650,5,-0.164,19059,6,19.307,17686,6,31.171,8155,3,0.056,27582,9,0.091,24139,8,-0.554,24612,8,0.081,32501,10,-0.668,26412,9,1.845,7267,3,0.709,6910,3,0.314,11300,4,1529,166,1171,192,1182.25
"E01008050","Sheffield 046E","E08000019","Sheffield",8.619,25957,8,0.054,26950,9,0.053,26914,9,2.946,29860,10,-0.319,20846,7,-0.176,19235,6,14.251,23993,8,33.178,7283,3,0.045,29323,9,0.144,17067,6,-0.642,25790,8,0.096,32254,10,-0.515,24386,8,0.587,12492,4,0.635,7723,3,0.664,6887,3,1450,166,1167,117,1179.5
"E01007931","Sheffield 047A","E08000019","Sheffield",2.849,32208,10,0.03,31509,10,0.04,30181,10,0.287,32711,10,-0.996,28522,9,-0.796,27469,9,12.523,26033,8,11.926,21487,7,0.033,30881,10,0.027,32567,10,-1.859,32596,10,0.095,32269,10,0.201,12408,4,-2.652,28598,9,-0.291,20703,7,-0.055,16982,6,1586,316,788,482,812.75
"E01007934","Sheffield 047B","E08000019","Sheffield",5.157,30132,10,0.053,27303,9,0.065,23809,8,1.598,31414,10,-0.781,26544,9,-0.313,21259,7,7.289,30964,10,10.467,23049,8,0.032,30993,10,0.078,26342,9,-1.086,29972,10,0.134,31264,10,-0.494,24077,8,-1.488,23541,8,-0.594,24673,8,0.1,14497,5,1459,357,800,302,824.75
"E01007935","Sheffield 047C","E08000019","Sheffield",5.411,29866,10,0.044,29294,9,0.039,30457,10,3.254,29495,9,-0.689,25589,8,-0.242,20237,7,5.818,31783,10,25.401,11138,4,0.054,27895,9,0.076,26772,9,-0.574,24865,8,0.078,32556,10,-1.035,29960,10,-1.106,21538,7,0.338,11543,4,0.49,8926,3,1418,265,1012,141,1011.75
"E01007936","Sheffield 047D","E08000019","Sheffield",5.093,30203,10,0.046,28691,9,0.047,28632,9,1.496,31529,10,-0.492,23146,8,-0.686,26236,8,5.417,31961,10,22.761,12784,4,0.056,27534,9,0.07,27769,9,-1.026,29543,9,0.107,32006,10,-1.393,31831,10,-1.006,20998,7,0.263,12662,4,0.363,10612,4,1612,325,1133,154,1117.25
